title,synopsis,genres,episodes,score,characters
.hack//SIGN,"A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, he is suspected to be a hacker of the Crimson Knights, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way.<br><br>
As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a 'guardian', which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand.<br><br>
[Written by MAL Rewrite]","Adventure, Fantasy, Mystery, Sci-Fi",26.0,66,"Balmung, Crim, Morganna Mode Gone, BT, Subaru, Aura, Bear, Mimiru, Tsukasa, Helba, Harald Hoerwick, Sora, Kaochin, Silver Knight, Macha, A-20"
Aa! Megami-sama!,"When college student Keiichi Morisato dials the wrong number while ordering for some food at his dormitory, he accidentally gets connected to the Goddess Hotline and a beautiful goddess named Belldandy appears out of a mirror in front of him. After getting kicked out of the dorm, Keiichi and Belldandy move to an old shrine and soon afterwards, Belldandy's sisters Urd and Skuld move in. ","Comedy, Drama, Romance, Supernatural",5.0,69,"Skuld, Sora Hasegawa, Toshiyuki Aoshima, Belldandy, Keiichi Morisato, Urd, Otaki Aoyama, Megumi Morisato, Toraichi Tamiya, Sayoko Mishima"
Aa! Megami-sama! (TV),"Keiichi Morisato is looking forward to university life. But in reality, he has no luck in anything, and he has trouble with clubs, love, etc. The truth is that he has an unlucky star above his head. One day, Keiichi is stuck watching the dorm while his sempai are away, and has a mountain of chores to do to boot. But Keiichi is a good-natured person, and is set about doing his duties. As he is about to finish his final chore, he makes a phone call to his sempai. But the words that came through the receiver are, 'Goddess Help Line.' Shortly afterwards, a beautiful goddess named Belldandy appears in front of him from the mirror of his room. ","Comedy, Romance, Supernatural",24.0,70,"Sayoko Mishima, Skuld, Senbei, Lind, Sora Hasegawa, Toshiyuki Aoshima, Belldandy, Urd, Keiichi Morisato, Otaki Aoyama, Megumi Morisato, Ex, Toraichi Tamiya, Koshian, Chrono, Marller, Ere"
Tenshi Kinryouku,"Mudou Setsuna, a high school student, loves his sister in a way that he shouldn't. He also struggles from supernatural powers. Angels and demons flocks to him as the day of his awakening draws near &mdash;he is the angel Alexiel, the highest angel which fought against God, reborn. ","Action, Drama, Romance, Supernatural",3.0,55,"Sara Mudou, Rosiel, Katan, Yue Katou, Setsuna Mudou, Sakuya Kira, Alexiel, Adam Kadmon, Metatron, Arachne, Sevothtarte, Kurai, Belial, Ruri Saiki"
Kidou Tenshi Angelic Layer,"From the moment twelve-year-old Misaki Suzuhara first arrives in Tokyo to live with her aunt, she finds herself swept away by the amazing world of Angelic Layer – a fast-paced high-tech game where dolls called “Angels” are controlled by the thoughts of their operator, or “Deus”. Discovering that her new friends are as interested in Angelic Layer as she is, Misaki builds her own Angel, Hikaru, and begins competing in battles where will and determination count far more than size and strength. The competitions are going to be fierce and, with the national championships looming on the horizon, you can bet that not everyone Misaki meets will be on her side. Can Misaki handle the pressure of non-stop competition while struggling to adapt to life in an unfamiliar city?<br>
<br>
(Source: Sentai Filmworks)","Comedy, Drama, Sci-Fi, Sports",26.0,70,"Masaharu Ogata, Tamayo Kizuki, Shoko Asami, Kaede Saito, Hiromi Fujimori, Ohjiro Mihara, Shikaisha, Sai Jounouchi, Ryou Misaki, Madoka Fujisaki, Kotarou Kobayashi, Ringo Seto, Maria Shibata, Ichirou Mihara, Shuko Suzuhara, Misaki Suzuhara, Hatoko Kobayashi, Tomoko Yamada, Arisu Fujisaki, Yuko Inada, Suzuka, Hikaru"
Ai Yori Aoshi,"Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kauru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place.","Comedy, Drama, Romance, Slice of Life",24.0,67,"Tina Foster, Aoi Sakuraba, Kaoru Hanabishi, Miyabi Kagurazaki, Suzuki, Taeko Minazuki, Chika Minazuki, Mayu Miyuki, Tanaka"
Appleseed (Movie),"Growing out of the chaos of a global war, the city of Utopia is populated by humans and bioroids (artificial humans). On the surface, everything is harmonious, but tensions lurk. Into this seemingly perfect society comes a survivor of the wars, Deunan Knute, who carries a legacy that will turn out to be of critical importance to the future of humanity. <br><br>
(Source: Anime News Network)","Action, Drama, Mecha, Sci-Fi",1.0,65,"Yoshitsune, General Edward Uranus III, Hitomi, Hades, Deunan Knute, Nike, Briareos Hecatonchires, Athena Areios, Gilliam Knute, Lance, Kudoh, Electryon, Cadmus"
Arc the Lad,"The story follows Elk, a bounty hunter in some strange futuristic world. On this world archaic but advanced technology exists side by side with primitive attitudes, beasts and magic. In other words it's got a bit of everything. It also has an evil conspiracy who are able to produce powerful monsters called chimera, who can also appear as human. Naturally it is not long before Elk has rescued a young female beast-master and gained himself some serious enemies.
<br><br>
(Source: Anime News Network)","Action, Adventure, Fantasy, Horror, Sci-Fi",26.0,61,"Lieza Flora Meruno, Kukuru Lill Wight, Elk Kowalapule, Clive, Arc Eda Ricolne, Shu, Poco, Pandit"
Avenger,"Mars has been colonized and is a world where children have been replaced by robot servents known as 'dolls'. Layla is a skilled fighter with a tragic past who travels about the world. Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder. The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed. <br>","Adventure, Fantasy, Sci-Fi",13.0,55,"Teo, Garcia, Nei, Westa, Jupiter, Leila Ashley, Volk, Cecil, Speedy"
BECK,"Tanaka Yukio, better known by his nickname Koyuki is a 14 year old who feels disconnected from life in general. Through the act of saving a mismatched dog, he meets guitarist Minami Ryuusuke, and becomes involved in Ryuusuke's new band BECK. Koyuki's life starts to change as the band struggles towards fame. <br>","Comedy, Drama, Music, Slice of Life",26.0,80,"Yuji Sakurai, Rikiya Kitazawa, Yoshiyuki Taira, Yukio Tanaka, Ran, Hiromi Masuoka, Manabu Miyazawa, Tsunemi Chiba, Masaru Hyodou, Eiji Kimura, Ryusuke Minami, Maho Minami, Tanabe, Izumi Ishiguro, Kenichi Saitou, Momoko Ogasawara, Kazuo Satou, Eddie Lee, Page, Yoshito Morozumi, Beck, Matt Reed, Kayo, Leon Sykes"
BLUE GENDER,"Imagine waking after spending more than two decades in suspended animation. You awaken to a world more terrifying than your worst nightmare. A world where human beings are hunted down by giant insect-like creatures called the Blue. Welcome to Earth in the year 2031...a time when the planet is no longer ours. Earth's very survival now rests in your hands.<br>
<br>
(Source: Funimation)","Adventure, Drama, Horror, Mecha, Psychological, Romance, Sci-Fi",26.0,66,"Marlene Angel, Yuji Kaido, Joey Heald, Tony Frost, Seno Miyagi, Dice Quaid, Elena, Alicia Whistle"
Chobits,"In the future, personal computers have developed into ""Persocoms"", mobile computers that look like human beings. Hideki Motosuwa, a prep school student, desperately wants to buy a Persocom but cannot afford to. One day he finds a Persocom that has been thrown away and decides to keep it. When he turns on the Persocom, all she can say is ""Chii"" so he decides to name her that. After a while it starts to become apparent that Chii is more than an average Persocom. Having much better performance, it seems that Chii might be a ""Chobit"", a type of advanced Persocom rumored to have independent thought.<br><br>
(Source: Anime News Network)","Comedy, Drama, Ecchi, Romance, Sci-Fi",26.0,71,"Hiromu Shinbo, Hideki Motosuwa, Hiroyasu Ueda, Takako Shimizu, Minoru Kokubunji, Chii, Atashi, Freya, Anata, Yoshiyuki Kojima, Kotoko, Yumi Oomura, Yuzuki, Chitose Hibiya, Zima, Yumi, Dita, Sumomo"
Chrno Crusade,"The year is 1928 A.D. The place is New York, U.S.A. The economic prosperity brought forth after the Great War also heightened the presence of something far darker and much more sinister: the demonic Sinners. The Magdalene Order is an organization that tries to counter this force. Two of its exorcists are Rosette Christopher and her assistant, Chrono. Both appear out of place in an organization like this, and they are in a quest to find Rosette's missing brother, Joshua. Their relationships, secrets and fates can only be revealed in time...
<br><br>
(Source: Anime News Network)","Action, Romance, Supernatural",24.0,71,"Chrno, Aion, Ewan Remington, Joshua Christopher, Mary Magdalene, Rosette Christopher, Koushaku Duffau, Sister Anna, Azmaria Hendric, Florette Harvenheit, Satella Harvenheit, Kate Valentine, Shader, Genai, Edward Hamilton, Shishaku Lerajie, Rizelle, Carv, Narrator"
D.N.Angel,"Niwa Daisuke is your average teenager, until his fourteenth birthday. He tries to declare his love to the girl of his dreams, but fails. Suddenly, whenever he thinks about this girl he turns into the legendary phantom thief known as Dark Mousy. Daisuke's mother, very much aware of this, makes him turn into Dark and steal valuable works of art for a purpose unknown to Daisuke. As the story unfolds, he learns why, and about his classmate who seems to have the same ability.
<br><br>
(Source: Anime News Network)","Action, Comedy, Fantasy, Romance",26.0,66,"Freedert, Satoshi Hiwatari, Dark Mousy, Towa no Shirube, Risa Harada, Daichi Niwa, Ehrlich von Vandembagu, Daisuke Niwa, Kei Hiwatari, Krad, Daiki Niwa, Riku Harada, Kosuke Niwa, Takeshi Saehara, Rika, Mio Hio, Ayaka Hatori, Emiko Niwa, Second Hand of Time, Ispector Saehara, Menou Kurashina, Misaki Nishizawa, Classmate, Kaseta, Bianca von Vandembagu"
D.C.: Da Capo,"Every year the flowers bloom. Mysterious Cherry Blossoms blooming all over a crescent shaped island. That island is the island of Hatsune...<br><br>
The main character who goes to Kazami Academy, Asakura Junnichi, has the power to see the dreams of other people in his sleep. He was also taught magic by an old lady that allows him to create sweets.<br><br>
One day, Junnichi seems to have seen someone's dream again while he was sleeping. Inside that dream, a girl who was a childhood friend of his appeared. But, he was woken up by his sister Asakura Nemu, forcing him to come back to his regular life. Nemu doesn't actually have any blood relation to Junnichi but their bond is deeper than other real brothers and sisters. So deep that it gives the illusion that they're lovers.<br><br>
It was another peaceful normal day waking up early in the morning and going to Kazami Academy. Together with childhood friend Amakase Miharu, the academy idol Shirakawa Kotori, the two sisters Mizukoshi Moe and Mako who prefer eating nabe on the school roof for lunch. Going through their day as usual, their childhood friend, Yoshino Sakura, who they thought had moved to America suddenly appears. It was a surprise for Junnichi and Nemu. Sakura tells them, ""I came to finish the promise we made during our childhood""...<br><br>
(Source: AnimeNfo and AniDB) ","Drama, Romance",26.0,62,"Sakura Yoshino, Kotori Shirakawa, Mako Mizukoshi, Nemu Asakura, Junichi Asakura, Miharu Amakase, Utamaru, Misaki Sagisawa, Suginami, Koyomi Shirakawa, Moe Mizukoshi, Tomoya Mizukoshi"
DearS,"Ikuhara Takeya is a high school student living a normal life. He is not interested in the commotion around a UFO filled with beautiful alien females that crashed on earth a year ago. The aliens, known as DearS, are deciding to take permanent residence on earth. What no one knows is that these aliens are a slave species whose sole purpose is to serve and please their masters. One day, Takeya spots a person shivering behind some bushes. This person, Ren, is one of the DearS, and after being saved by Takeya she chooses him as her master. Takeya, who doesn't know about the master-slave relationship of DearS, tries to teach Ren the normal lifestyle of the people on earth, though he constantly fears that Ren is an evil alien who's trying to brainwash him. Ren, however, isn't like other DearS. She is in fact malfunctioning and is being tracked down by their leader. Meanwhile, Takeya begins to learn more about DearS, and a mythical DearS relationship called &ldquo;Gift&rdquo; begins to develop between them.
<br><br>
(Source: Anime News Network)","Comedy, Ecchi, Romance, Sci-Fi",12.0,60,"Nia, Thanast Useim Ruki Miu Sia Nostal Ren Naguregyug, Mitsuka Yoshimine, Neneko Izumi, Hikorou Oikawa, Ren Ren Ren Nagusaran Rensia Ruroonren Nakora, Hirofumi Nonaka, Khi, Eiko, Xaki, Rubi, Takeya Ikuhara, China, B-Ko, Natsuki Ikuhara, Mr. Oihiko, Mrs Oihiko, Harumi Ikuhara, Uncle, Class President, Uchimura, No.2, No.3"
Rozen Maiden,"Sakurada Jun spends his days online, ordering whatever he takes a liking to, only to return it before the payment is due. Due to psychological trauma from school, Jun generally keeps contact with people as little as possible. One day he finds instructions online that tell him to put his order into his desk drawer. Rubbing it off as a joke, Jun mindlessly does so only to find that his order instantly disappears from his drawer. A package suddenly appears, containing a beautiful antique doll. When wound up, this doll comes to life. Sadly for Jun, this doll Shinku views Jun as an equivalent for a servant. Despite the constant demands Jun now receives from Shinku, she slowly helps him overcome his fears of human contact as well as protect him from the deadly battles that come into his life due to her appearance.","Action, Comedy, Drama, Supernatural",12.0,70,"Suigintou, Souseiseki, Shinku, Jun Sakurada, Suiseiseki, Hina Ichigo, Tomoe Kashiwaba, Matsu Shibasaki, Motoharu Shibasaki, Nori Sakurada, Detective Kun-Kun"
